OrderID	OrderDate	BranchID	InvoiceDate	CustomerID	DeliveryTypeID	DeliverySupplierID	DeliveryStatusID	StartTime	EndTime	AddressID	EmployeeID	InventoryID	UnitPrice	Quantity	Tax	PromotionID	PaymentMethodID	ConfirmedStatusID
140	5/3/2021 18:37	6802	5/7/2021								24	114008JR70350	123.96	-1	-6.198		Cash	1
140	1/2/2022 19:48	6802	5/4/2021								24	014008DO10345	488.97	1	24.448500000000003		Cash	1
144	5/7/2021 11:52	6802	5/10/2021								24	014020BJ94360	295.73	-1	-14.7865		Cash	1
144	1/10/2022 16:45	6802	5/11/2021								24	014020BJ94350	255.98	1	12.799		Cash	1
200	8/21/2021 15:59	6802	8/25/2021								24	114007JR07390	318.9	1	15.945		Cash	1
200	6/4/2022 19:30	6802	8/26/2021								24	114007JR07400	153.53	-1	-7.6765		Cash	1
312	7/3/2020 21:34	6802	11/16/2021								24	134002JR70360	161.74	-1	-8.087		Cash	1
348	12/9/2021 21:32	6802	12/9/2021								24	131015BB10360	42.67	-1	-2.1335		Cash	1
348	12/2/2021 15:00	6802	12/11/2021								24	131015BB10370	416.54	1	20.827		Cash	1
414	1/14/2022 17:33	6802	1/19/2022								24	131015BB07370	255.11	-1	-12.7555		Cash	1
414	5/22/2020 20:08	6802	1/18/2022								24	131015BB07380	88.7	1	4.4350000000000005		Cash	1
516	3/25/2022 15:21	6802	3/26/2022								24	138004BR1041	59.62	-1	-2.981		Cash	1
516	5/23/2021 19:48	6802	3/28/2022								24	138004BR1042	437.56	1	21.878		Cash	1
586	6/11/2022 18:23	6802	6/16/2022								24	215026CZ2046	163.12	-1	-8.156		Cash	1
586	11/18/2021 18:52	6802	6/13/2022								24	115003BW2445	461.8	1	23.090000000000003		Cash	1
604	12/12/2021 19:18	6802	7/6/2022								24	135005CZ1044	480.76	1	24.038		Cash	1
605	12/12/2021 18:09	6802	7/5/2022								24	138001DN1042	346.81	1	17.340500000000002		Cash	1
606	12/14/2021 14:26	6802	7/5/2022								24	138012CZ1044	235.15	1	11.7575		Cash	1
607	12/17/2021 20:56	6802	7/4/2022								24	013014II02370	20.3	1	1.0150000000000001		Cash	1
608	12/19/2021 17:09	6802	7/3/2022								24	135005CZ1044	480.76	1	24.038		Cash	1
609	12/21/2021 18:33	6802	7/8/2022								24	013005HK30355	39.94	1	1.9969999999999999		Cash	1
610	12/23/2021 15:50	6802	7/10/2022								24	034010CV07360	212.73	1	10.6365		Cash	1
611	12/25/2021 20:28	6802	7/9/2022								24	131015BB07390	176.94	1	8.847		Cash	1
613	12/26/2021 15:33	6802	7/8/2022								24	211107BR24370	221.97	1	11.098500000000001		Cash	1
614	7/9/2022 17:05	6802	7/9/2022								24	138011BW7044	331.49	1	16.5745		Cash	1
614	12/28/2021 14:53	6802	7/10/2022								24	138011BW9044	253.31	1	12.665500000000002		Cash	1
615	12/28/2021 17:50	6802	7/10/2022								24	031022HH90370	14.91	1	0.7455	PM2021070001	Cash	1
616	12/31/2021 17:16	6802	7/10/2022								24	035010KM247	42.24	1	2.112		Cash	1
617	7/1/2022 15:10	6802	7/13/2022								24	217002JU7043	431.58	1	21.579		Cash	1
618	7/2/2022 17:17	6802	7/14/2022								24	014018IG07370	123.48	1	6.174		Cash	1
622	7/8/2022 20:15	6802	7/17/2022								24	217005IB2043	446.51	1	22.3255		Cash	1
623	7/9/2022 19:32	6802	7/15/2022								24	138008BW3046	403.21	1	20.1605		Cash	1
624	7/17/2022 19:11	6802	7/22/2022								24	014021BJ90390	304.68	1	15.234000000000002		Cash	1
624	7/10/2022 20:44	6802	7/21/2022								24	031022HH24390	146.88	1	7.344	PM2021070001	Cash	1
625	7/13/2022 17:33	6802	7/17/2022								24	013015AJE9235	281.11	1	14.055500000000002		Cash	1
626	7/16/2022 13:03	6802	7/22/2022								24	114014BB07360	284.4	1	14.219999999999999		Cash	1
627	7/16/2022 20:43	6802	7/21/2022								24	113004DOB9360	348.01	1	17.4005		Cash	1
628	7/17/2022 21:35	6802	7/22/2022								24	215024CZ1043	324.95	1	16.2475		Cash	1
629	7/20/2022 17:47	6802	7/25/2022								24	131015BB07400	168.75	1	8.4375		Cash	1
630	7/23/2022 13:41	6802	7/25/2022								24	134002JR70390	304.68	1	15.234000000000002		Cash	1
631	7/23/2022 20:43	6802	7/27/2022								24	013122IG10350	92.06	1	4.603000000000001		Cash	1
632	7/26/2022 13:49	6802	7/24/2022								24	014033KE04380	258.28	1	12.914		Cash	1
633	7/23/2022 19:33	6802	7/27/2022								24	214003JF10390	166.35	1	8.3175		Cash	1
633	7/27/2022 19:05	6802	7/26/2022								24	214003JF10380	333.31	1	16.6655		Cash	1
634	7/30/2022 17:45	6802	7/28/2022								24	010026JT1001	381.16	1	19.058000000000003		Cash	1
635	7/23/2022 20:33	6802	7/25/2022								24	215025CZ1045	129.2	1	6.46		Cash	1
635	7/31/2022 14:34	6802	7/26/2022								24	215025CZ1045	129.2	1	6.46		Cash	1
636	7/24/2022 15:50	6802	7/27/2022								24	215007BW7045	276.18	1	13.809000000000001		Cash	1
637	7/24/2022 20:59	6802	7/25/2022								24	031001EV10400	81.3	1	4.065		Cash	1
638	7/27/2022 12:24	6802	7/24/2022								24	011022IJC3385	257.26	1	12.863		Cash	1
639	7/27/2022 12:24	6802	7/27/2022								24	013005HK30355	39.94	1	1.9969999999999999		Cash	2
639	7/28/2022 15:01	6802	7/29/2022								23	131012BB72370	93.3	1	4.665		Cash	2
642	7/28/2022 19:56	6802	8/1/2022								23	115006BW2445	372.41	1	18.620500000000003		Cash	2
643	7/28/2022 19:56	6802	7/31/2022								23	014020BJ94380	36.71	1	1.8355000000000001		Cash	2
643	7/28/2022 21:24	6802	7/30/2022								23	131012BB07390	72.09	1	3.6045000000000003		Cash	2
644	7/28/2022 21:24	6802	7/30/2022								23	115016IC1043	209.86	1	10.493000000000002		Cash	2
644	7/29/2022 16:09	6802	7/29/2022								23	138006JR9044	263.54	1	13.177000000000001		Cash	2
645	7/29/2022 16:09	6802	8/3/2022								23	014020BJ94380	36.71	-1	-1.8355		Cash	2
645	7/29/2022 21:27	6802	8/3/2022								23	014020BJ94390	163.88	1	8.194		Cash	2
646	7/30/2022 15:25	6802	7/31/2022								23	215018CZ1041	430.17	1	21.5085		Cash	2
647	7/30/2022 16:33	6802	7/31/2022								23	134002JR70380	371.03	1	18.5515		Cash	2
649	7/30/2022 18:17	6802	7/30/2022								24	113101JS686	199.72	1	9.986	PM2021070001	Cash	2
650	7/31/2022 11:54	6802	8/1/2022								23	138001DN8042	193.02	1	9.651000000000002		Cash	2
652	7/31/2022 14:30	6802	7/31/2022								23	211107BR10380	378.96	1	18.948		Cash	2
653	7/31/2022 17:01	6802	8/3/2022								23	118010JO2044	70.09	1	3.5045		Cash	2
655	7/31/2022 17:01	6802	8/4/2022								23	211108BR70390	475.76	1	23.788		Cash	2
655	7/31/2022 17:01	6802	8/4/2022								23	211108BR61390	46.31	1	2.3155		Cash	2
655	7/31/2022 17:01	6802	8/4/2022								23	013005HK30375	471.11	1	23.555500000000002		Cash	2
1225	12/24/2022 14:22	6801									22	118010JO7343	126.66	1	6.333		VISA	1
1248	12/24/2022 19:20	7101									28	132015KE80390	308.27	-1	-15.4135		JCB	1
1258	12/25/2022 14:35	6801									22	135014KM109	259.52	1	12.975999999999999		VISA	1
1269	12/25/2022 14:35	6501									17	216002BW9040	448.11	1	22.405500000000004		JCB	1
1271	12/12/2022 14:36	6501									17	216002BW9040	448.11	1	22.405500000000004		VISA	1
1279	3/6/2021 18:11	6103									12	118011JO8140	271.11	1	13.555500000000002		VISA	1
1280	12/25/2022 20:47	6105	3/8/2021								13	035001EV1041	370.03	1	18.5015		Cash	1
1287	12/12/2022 12:47	6501	12/30/2022								17	138011BW9042	173.42	1	8.671		VISA	1
1289	12/12/2022 14:36	1101	12/15/2022		2	1	2	12/14/2022	12/18/2022	1176	5	000000ZP0001	153.95	1	7.6975		Cash	1
1299	12/12/2022 12:47	6103	12/12/2022								12	118011JO8140	271.11	1	13.555500000000002		JCB	1
1302	12/26/2022 21:18	1101	12/15/2022		1	3	2	12/15/2022	12/18/2022	1176	5	015024IC1041	138.73	1	6.9365		Cash	1
1307	12/29/2022 13:22	6803	12/29/2022								26	114023IM10250	249.27	1	12.463500000000002		VISA	1
1311	12/29/2022 13:23	6803	12/31/2022								26	114011JR10400	342.61	-1	-17.1305		JCB	1
1326	12/28/2022 15:25	6803	12/30/2022								26	014001JR07400	162.67	1	8.1335		VISA	1
1329	12/26/2022 19:47	6105	12/28/2022								13	215021CZ1040	346.6	1	17.330000000000002	PM1227K0001	VISA	1
1330	12/29/2022 12:22	6105	12/26/2022								13	215022CZ2044	293.9	1	14.695	PM1227K0001	JCB	1
1335	12/29/2022 19:57	6602	12/29/2022		2	1	2	1/1/2023	1/4/2023	1772	19	035001EV0340	77.28	1	3.8640000000000003		JCB	1
1338	1/1/2022 13:33	6602	1/1/2023								19	035001EV0340	77.28	-1	-3.864		JCB	1
1366	1/1/2022 14:53	1101	4/4/2022	232							5	010048ZU9001	116.78	1	5.839		AE	1
1380	1/1/2022 13:34	6105	5/7/2022	578							13	135003BR1041	203.3	1	10.165000000000001		Cash	1
1401	1/3/2022 16:26	6105	6/1/2022	846							13	115008CZ1041	323.49	1	16.174500000000002		Cash	1
1430	4/27/2021 21:37	6103	8/12/2020								12	017002ED2441	455.77	1	22.7885		Apple Pay	1
1432	1/9/2022 15:04	1101	6/23/2022								5	213107HK10370	21.08	1	1.054		VISA	1
1436	1/9/2022 14:32	7101	7/8/2020								28	013105HH10380	129.46	1	6.473000000000001		Cash	1
1447	1/12/2022 17:52	1101	5/10/2020								5	014003JR70350	439.95	1	21.997500000000002		MASTER	1
1449	1/13/2022 22:05	1101	12/16/2022		1	2	2	12/14/2022	12/18/2022	25	5	215028MS21265	270.8	1	13.540000000000001	PM122920006	Cash	1
1449	12/12/2022 12:45	6103	8/13/2020								12	017002ED2441	455.77	1	22.7885		Cash	1
1450	1/13/2022 20:06	1101	5/13/2020								5	014010HKF6390	440.42	1	22.021		Cash	1
1451	1/14/2022 16:54	1101	5/20/2020								5	010148ZI1001	284.68	1	14.234000000000002		VISA	1
1465	1/20/2022 12:29	1101	6/9/2020								5	013120BJ30360	461.87	1	23.093500000000002		VISA	1
1467	1/20/2022 20:29	1101	12/15/2022								5	000000ZP0001	153.95	1	7.6975		Cash	1
1487	1/26/2022 21:47	1101	6/21/2020								5	013120BJ10360	490.81	1	24.5405		Cash	1
1510	7/13/2020 16:41	1101	6/25/2020								5	014014JM30370	280.45	1	14.0225		VISA	1
1515	8/13/2022 11:26	6302	4/19/2020								15	018004BJ2641	319.62	-1	-15.981		Cash	1
1537	12/1/2020 16:51	1101	7/9/2022								5	114024IM07250	396.8	1	19.840000000000003		MASTER	1
1540	4/26/2020 21:27	6302	4/30/2020								15	014001JR30370	281.37	-1	-14.0685		Cash	1
1540	12/17/2020 18:08	6302	4/27/2020								15	014001JR07360	32.57	1	1.6285		Cash	1
1544	8/22/2020 21:32	1101	7/10/2022								5	113108EU40380	246.17	1	12.3085		MASTER	1
1547	11/29/2022 15:53	1101	7/11/2022								5	017001ED1039	227.75	1	11.387500000000001		Cash	1
1551	12/14/2022 14:42	1101	7/13/2022								5	013008DO72380	440.6	1	22.03		MASTER	1
1556	12/12/2022 16:35	6803	12/17/2022								26	215001BW2043	432.8	1	21.64		JCB	1
1556	12/17/2022 18:26	6803	12/12/2022								26	218005CZ7044	393.43	1	19.6715		JCB	1
1562	7/15/2022 18:31	1101	7/20/2022								5	213111HX90370	493.71	1	24.6855		Cash	1
1562	12/22/2022 16:07	1101	7/18/2022								5	113113HH10375	315.74	1	15.787		Cash	1
1563	7/16/2022 10:54	1101	7/16/2022								5	115002BW1040	388.07	1	19.4035		Cash	1
1563	12/23/2022 17:44	1101	7/16/2022								5	214009BJ44390	177.34	1	8.867		MASTER	1
1564	12/24/2022 11:17	1101	7/17/2022								5	115009CZ1038	177.37	1	8.868500000000001		MASTER	1
1565	12/24/2022 15:03	1101	7/20/2022								5	138012CZ1040	103.83	1	5.1915000000000004		VISA	1
1566	12/25/2022 17:43	1101	7/20/2022								5	138010BW7040	133.62	1	6.681000000000001		VISA	1
1567	12/28/2022 17:06	1101	7/20/2022								5	113115JJ41345	184.63	1	9.2315		MASTER	1
1571	7/18/2022 11:35	1101	7/23/2022								5	213107HKF4380	486.24	1	24.312		VISA	1
1571	1/1/2021 16:56	1101	7/18/2022								5	213112HE42390	466.02	1	23.301000000000002		VISA	1
1580	4/25/2021 13:17	1101	7/21/2022								5	135017IN1041	163.88	1	8.194		Cash	1
1630	12/28/2022 18:23	6501	12/26/2022								17	138009BW7042	266.12	1	13.306000000000001		VISA	1
1767	4/21/2021 18:46	7101	12/30/2021								28	132009HN10340	374.02	1	18.701		Cash	1
1828	11/18/2021 15:19	7101	10/30/2022	679							28	214003JF10370	63.61	1	3.1805000000000003		VISA	1
1847	10/27/2022 13:15	6105	7/20/2022	856							13	217003JU2043	57.31	1	2.8655000000000004		Cash	1
1943	7/9/2022 19:34	1101	5/19/2020								5	013111EUC9360	173.06	1	8.653		VISA	1
1972	4/28/2022 19:42	1101	6/8/2020								5	014007IM10225	271.98	1	13.599000000000002		VISA	1
1977	6/21/2020 14:59	1101	6/6/2020								5	018010IN1044	103.21	-1	-5.1605		MASTER	1
2001	6/27/2022 21:25	1101	6/22/2020								5	013016BJ60370	298.72	1	14.936000000000002		VISA	1
2013	6/6/2020 15:21	1101	6/24/2020								5	011020IM10225	147.08	1	7.354000000000001		Cash	1
2034	9/4/2020 21:21	1101	7/8/2022								5	011011CUM4245	56.91	1	2.8455		MASTER	1
2047	10/30/2020 16:01	1101	7/9/2022								5	214004BB30390	256.06	1	12.803		Cash	1
2051	12/30/2020 19:19	1101	7/11/2022								5	211003CUG2250	190.84	1	9.542		MASTER	1
2080	4/13/2021 15:18	1101	7/27/2022								5	135008CZ1043	115.17	1	5.758500000000001		VISA	1
2110	10/13/2021 20:57	1105	1/19/2021								7	014003JR70360	388.86	1	19.443		Cash	1
2111	10/15/2021 20:09	1105	12/15/2021								7	031005BJ72230	428.03	1	21.4015		Cash	1
2114	10/20/2021 21:02	1101	8/27/2020								5	013120BJ30390	78.23	1	3.9115		Cash	1
2116	10/25/2021 12:21	1101	7/5/2020								5	011005EP07360	145.12	1	7.256		VISA	1
2139	12/19/2021 19:39	7101	12/15/2022								28	132012KE10390	384.38	1	19.219		VISA	1
2145	7/15/2022 15:20	1101	8/3/2020								5	018016BR7043	309.46	1	15.472999999999999		VISA	1
2149	7/26/2022 21:07	1101	8/10/2020								5	014007IM10220	140.87	1	7.043500000000001		VISA	1
2157	4/7/2022 20:54	1101	8/12/2020								5	014002JR68360	128.67	1	6.4334999999999996		MASTER	1
2167	8/6/2022 19:28	1101	8/10/2022								5	013007IM50230	313.78	1	15.689		Cash	1
2167	12/19/2020 21:32	1101	8/10/2022								5	013007IM10225	98.45	1	4.9225		Cash	1
2176	1/13/2022 21:56	1101	8/11/2022								5	113113HH10370	32.74	1	1.6370000000000002		MASTER	1
2177	2/4/2022 21:55	1101	8/10/2022								5	215018CZ2440	175.03	1	8.7515		VISA	1
2180	4/4/2022 19:15	1101	8/10/2022								5	217003JU2042	82.29	1	4.1145000000000005		Cash	1
2184	1/26/2020 13:41	1101	8/18/2022								5	013112EU40365	112.12	1	5.606000000000001		MASTER	1
2196	6/28/2020 17:28	1101	8/19/2022								5	013010HX90390	168.32	1	8.416		Cash	1
2200	8/18/2022 17:22	1101	8/19/2022								5	013106JD45370	352.68	1	17.634		Cash	1
2200	7/21/2020 19:50	1101	8/23/2022								5	011020IM10235	334.77	1	16.7385		VISA	1
2205	8/24/2020 20:54	1101	8/25/2022								5	131013BB07350	90.18	1	4.509		VISA	1
2211	8/30/2022 20:12	1101	8/30/2022								5	013008DO72370	82.7	1	4.135000000000001		Cash	1
2211	10/14/2020 16:32	1101	9/2/2022								5	113006AJ01250	12.39	1	0.6195		Cash	1
2271	10/27/2021 14:07	1101	10/10/2020								5	030088ZH2401	456.01	1	22.8005		VISA	1
2274	11/2/2021 21:45	1101	10/15/2020								5	011025JM10370	237.39	1	11.8695		JCB	1
2280	11/20/2021 14:29	1101	10/17/2020								5	031020EU10360	322.79	1	16.1395		JCB	1
2289	12/20/2021 15:43	1101	10/20/2020								5	010039JT1001	344.26	1	17.213		Cash	1
2303	9/3/2022 13:34	1101	11/2/2020								5	031008HH24350	353.67	1	17.683500000000002		MASTER	1
2307	9/3/2022 14:37	1101	9/4/2022								5	015024IC1039	278.18	1	13.909		Cash	1
2308	9/4/2022 20:20	1101	9/6/2022								5	215004BW1045	489.38	1	24.469		VISA	1
2313	9/5/2022 18:11	1101	9/8/2022								5	015004KM1042	398.05	1	19.902500000000003		VISA	1
2315	12/16/2022 10:35	1101	9/10/2022								5	210066ZS6001	399.66	1	19.983000000000004		Cash	1
2319	9/7/2022 17:06	1101	12/20/2022		2	2	2	12/17/2022	12/21/2022	591	5	000000ZP0001	153.95	1	7.6975		Cash	1
2322	12/20/2022 22:11	1101	9/7/2022								5	011021IJ10370	209.78	1	10.489		VISA	1
2324	12/20/2022 22:11	1101	9/12/2022								5	138012CZ1041	91.98	1	4.599		VISA	1
2330	9/9/2022 15:30	1101	9/9/2022								5	015004KM2444	202.7	1	10.135		Cash	1
2330	12/23/2022 16:24	1101	9/14/2022								5	111004AJ40240	398.42	1	19.921000000000003		VISA	1
2351	4/24/2021 16:54	1101	9/18/2022								5	113115JJ41360	329.77	1	16.4885		MASTER	1
2355	1/20/2020 22:06	1101	9/19/2022								5	014002JR68370	45.77	1	2.2885000000000004		VISA	1
2359	9/4/2022 12:47	1101	9/22/2022								5	031005BJ24250	465.67	1	23.283500000000004		Cash	1
2362	6/4/2022 18:13	1101	9/23/2022								5	031005BJ24250	465.67	-1	-23.2835		Cash	1
2369	6/5/2020 17:34	1101	9/21/2022								5	214012KEB4370	27.09	1	1.3545		VISA	1
2393	8/13/2020 19:08	1101	10/9/2022								5	213007GZ24360	420.96	1	21.048000000000002		MASTER	1
2402	6/4/2022 18:13	1101	10/8/2022								5	011002AE10225	393.2	1	19.66		Cash	1
2416	10/13/2022 15:31	1101	10/16/2022								5	131014BB72370	328.89	1	16.4445		Cash	1
2416	12/3/2022 15:47	1101	10/13/2022								5	135021BR2044	205.67	1	10.2835		MASTER	1
2418	7/17/2022 14:53	1101	10/15/2022								5	135020BR1042	232.57	1	11.6285		Cash	1
2424	7/24/2022 21:16	1101	10/18/2022								5	016001GF9043	437.08	1	21.854		Apple Pay	1
2430	8/4/2020 14:46	1101	10/23/2022								5	111011CV10365	222.61	1	11.130500000000001		VISA	1
2444	10/3/2020 19:12	1101	10/24/2022								5	214010BJ10390	365.63	1	18.2815		Cash	1
2446	10/13/2020 18:56	1101	10/28/2022								5	234007BB30370	425.31	1	21.265500000000003		Cash	1
2460	9/26/2022 16:29	1101	11/1/2022								5	210008KQ70M	184.9	1	9.245000000000001		Cash	1
2462	10/6/2022 21:42	1101	10/28/2022								5	215003BW1043	343.5	1	17.175		MASTER	1
2468	10/30/2022 12:27	1101	11/2/2022								5	131013BB72360	368.3	1	18.415000000000003		Transfer	1
2468	10/27/2022 16:31	1101	11/1/2022								5	131013BB72360	368.3	1	18.415000000000003		VISA	1
2475	12/17/2020 14:57	1101	11/2/2020								5	034005JF30390	61.56	1	3.0780000000000003		MASTER	1
2476	12/19/2020 15:22	1101	11/8/2020								5	014009ET01370	361.79	1	18.0895		VISA	1
2477	5/24/2020 14:16	6502	5/26/2020								18	017001ED1045	54.83	-1	-2.7415		Cash	1
2477	12/20/2020 16:20	6502	5/25/2020								18	017003ED1040	234.4	1	11.72		Cash	1
2478	3/30/2021 14:10	1101	11/8/2020								5	011016HH90385	287.06	1	14.353000000000002		VISA	1
2487	11/24/2022 11:23	1101	11/11/2020								5	014009ETL7400	243.5	1	12.175		VISA	1
2503	12/18/2022 19:02	1101	11/22/2020								5	011020IM10230	172.68	1	8.634		VISA	1
2504	12/18/2022 19:33	1101	11/17/2020								5	031017JD10365	370.03	1	18.5015		VISA	1
2505	12/19/2022 11:51	1101	11/17/2020								5	011016HH10365	392.29	1	19.614500000000003		VISA	1
2506	6/13/2020 21:21	1101	11/24/2020								5	032001HK10360	445.49	1	22.274500000000003		VISA	1
2513	12/23/2022 10:43	1101	11/21/2020								5	010048ZU8001	184.01	1	9.2005		VISA	1
2514	12/23/2022 16:18	1101	11/26/2020								5	030094ZH6001	230.34	1	11.517000000000001		JCB	1
2527	1/22/2021 15:18	1101	12/6/2020								5	011020IML7220	247.35	1	12.3675		MASTER	1
2530	12/5/2020 17:56	1101	12/8/2020								5	011006EO10215	119.75	1	5.987500000000001		MASTER	1
2530	2/4/2022 21:59	1101	12/6/2020								5	011001EP10330	55.16	1	2.758		MASTER	1
2532	3/7/2021 14:20	1101	12/10/2020								5	010048ZU8001	184.01	1	9.2005		MASTER	1
2537	3/30/2021 16:00	1101	12/14/2020								5	015016IN1045	162.58	1	8.129000000000001		Cash	1
2540	4/22/2021 18:06	1101	12/14/2020								5	014008DO10370	176.27	1	8.813500000000001		Cash	1
2561	9/20/2022 18:38	1101	12/21/2020								5	113002JS727	468.52	1	23.426000000000002		MASTER	1
2569	7/21/2020 19:51	1101	12/22/2020								5	014002JR68370	45.77	1	2.2885000000000004		VISA	1
2571	8/10/2020 19:39	6303	8/13/2020								16	011025JM10380	472.1	-1	-23.605		VISA	1
2571	4/28/2021 20:50	6303	8/11/2020								16	011025JM10390	168.67	1	8.4335		VISA	1
2577	8/17/2020 21:37	1101	12/20/2020								5	015008BJ1040	431.73	1	21.5865		VISA	1
2583	1/5/2020 17:49	1101	12/23/2020								5	032004GZ10360	183.54	1	9.177		VISA	1
2602	7/10/2020 21:14	1101	12/23/2020								5	114005JS608	221.48	1	11.074		VISA	1
2609	7/29/2020 16:43	1101	12/28/2020								5	110060KS7201	438.16	1	21.908		LINE PAY	1
2616	8/30/2020 19:26	1101	12/29/2020								5	016001GF2444	382.56	1	19.128		VISA	1
2619	1/13/2021 20:53	1101	12/30/2020								5	111002IB10340	224.67	1	11.2335		MASTER	1
2623	10/14/2020 20:03	1101	11/1/2022								5	232011IGG9360	72.02	1	3.601		Cash	1
2632	2/20/2021 15:41	1101	11/4/2022								5	135015KM108	384.52	1	19.226		Cash	1
2633	12/1/2020 15:03	1101	11/6/2022								5	018004BJ1042	134.59	1	6.729500000000001		VISA	1
2634	12/12/2020 14:29	1101	11/8/2022								5	011028JM10370	404.93	1	20.2465		MASTER	1
2643	4/4/2021 14:02	1101	11/6/2022								5	135020BR1040	307.9	1	15.395		MASTER	1
2647	4/18/2021 14:18	1101	11/10/2022								5	210057ZJ7301	395.3	1	19.765		Cash	1
2650	2/10/2021 14:30	6803	3/31/2022								26	018005IB2042	206.56	1	10.328000000000001		Cash	1
2660	7/15/2021 20:21	1101	11/12/2022								5	234005JF50390	336.43	1	16.8215		Cash	1
2675	9/23/2022 20:14	1101	11/20/2022								5	031019EU10380	298.18	1	14.909		VISA	1
2676	8/1/2021 15:42	1101	11/17/2022								5	211003CU10240	46.42	1	2.321		Transfer	1
2686	9/25/2021 16:04	1101	11/19/2022								5	011001EPD1335	396.85	1	19.8425		VISA	1
2688	9/26/2021 13:23	1101	11/24/2022								5	215020CZ1040	244.82	1	12.241		MASTER	1
2690	10/7/2021 14:45	6502	8/13/2020								18	018010IN2440	174.48	1	8.724		Cash	1
2693	10/8/2021 20:41	1101	11/21/2022								5	115012CZ1043	305.75	1	15.287500000000001		MASTER	1
2698	8/11/2020 18:40	1101	11/21/2022								5	011016HH10375	103.65	1	5.182500000000001		MASTER	1
2698	8/11/2020 18:40	6502	8/13/2020								18	018008IB2442	118.92	-1	-5.946		Cash	1
2698	10/10/2021 13:24	6502	8/12/2020								18	018008IB2443	111.97	1	5.5985000000000005		Cash	1
